Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
2926,9BCC0487F14A867,"Adkins, Nunez and Decker",https://www.rios.info/,Cuba,Persevering bifurcated contingency,2001,Computer Networking,9785
2927,DA1d9fE388f7dF9,Patton Ltd,http://sloan.net/,Ethiopia,Stand-alone dedicated ability,2007,Chemicals,8159
2928,cAeaEdD4bc5AEBe,Duffy-Blake,https://www.may.com/,Botswana,Organic bi-directional pricing structure,2008,Think Tanks,8085
2929,51ecB4Fe9B89Ddb,Watkins LLC,http://arnold.com/,Belarus,Proactive bottom-line knowledge user,2010,Consumer Electronics,6252
2931,BDC43e0f3c9Fa2B,Crane Group,http://www.terry-lucas.biz/,Falkland Islands (Malvinas),Grass-roots attitude-oriented initiative,2002,Think Tanks,1885
2935,d37dFFA3fb5118D,Dorsey Group,https://www.johnson.com/,Kyrgyz Republic,Reduced radical hierarchy,2003,Management Consulting,9762
2940,9664BFcaecFfe4C,"Dyer, Owens and Leach",http://www.arnold-joseph.biz/,Guyana,Reduced zero administration synergy,2013,Cosmetics,2137
2942,3Af8cDE68AaC628,"Trevino, Aguilar and Miranda",http://contreras.net/,Guinea,Horizontal human-resource knowledgebase,2004,Sports,5068
2945,eFB5eeE4DeabC9e,Reilly-Cross,http://www.wiggins-vargas.net/,Nicaragua,Adaptive zero tolerance encoding,2012,Legislative Office,2748
2947,F0BCEFe14F0cbc8,"May, Waters and Powell",https://walton.com/,Antigua and Barbuda,Centralized next generation portal,2012,Publishing Industry,5098
2948,444bdcdfa0cBEf7,Kemp-Chase,https://www.hunt.biz/,Cambodia,Intuitive zero tolerance archive,2011,Aviation / Aerospace,3853
2949,CaF9EbD8B0C6d3e,Luna PLC,https://beard.org/,Macedonia,Pre-emptive bandwidth-monitored flexibility,2013,Individual / Family Services,9195
2952,3abf8d7EAF8cfdE,"Liu, Lawson and Mclean",https://rich.com/,Austria,Ergonomic multi-state toolset,2014,Law Enforcement,5506
2954,f1CdAEfEEeA2fd7,"Atkinson, Winters and Howard",https://www.lawson.com/,Armenia,Intuitive object-oriented pricing structure,2016,Shipbuilding,733
2956,949BD98ddfCB4c9,Flores LLC,https://www.mahoney.com/,Equatorial Guinea,Intuitive web-enabled policy,2004,Newspapers / Journalism,4610
2958,DFf1AeC0f78D839,Mcgrath Inc,http://atkinson.com/,Ethiopia,Centralized cohesive neural-net,2012,Aviation / Aerospace,4165
2960,FaE9B116F5D7816,House-Skinner,http://glover.com/,Saudi Arabia,Cloned web-enabled capacity,2015,Museums / Institutions,4996
2962,a2d4fB76f4B7442,Moore-Bennett,https://gilmore-benton.com/,Palestinian Territory,Focused reciprocal interface,2004,Gambling / Casinos,1621
2963,dDeb8C9Abfad7BD,"Parks, Estes and Mann",http://www.larson.biz/,Netherlands Antilles,Self-enabling intermediate firmware,2021,Utilities,2794
2966,5ccdc09a826f2fF,"Bolton, Richardson and Jensen",https://www.reed.org/,Uzbekistan,Multi-layered even-keeled collaboration,2013,Investment Management / Hedge Fund / Private Equity,6392
2968,c843fc32ba3d4FA,Lutz-Kramer,https://reid.com/,Djibouti,Organized user-facing adapter,2016,Computer Networking,7634
2970,076E60FeF633cFe,Foley-Suarez,http://dunlap.info/,Guadeloupe,Re-engineered exuding Local Area Network,2015,Wireless,4047
2971,885e57089ba2AaA,Golden-Vance,https://brooks.com/,Suriname,User-centric incremental portal,2010,Consumer Goods,988
2980,27Df042B36Cb5ec,Fitzgerald-Molina,https://ryan-sampson.com/,Saint Helena,Re-contextualized client-driven frame,2013,Consumer Goods,8009
2981,3daA788Ed147E96,Austin-Perry,http://www.baker.com/,Namibia,Cloned composite help-desk,2011,Fishery,275
2985,2fec40f8439Ee81,Moon PLC,https://sharp.org/,Bahrain,Diverse actuating Graphic Interface,2001,Outsourcing / Offshoring,8199
2986,679e7f0d0399Eb7,"Galvan, Poole and Valentine",https://www.durham-long.com/,Malta,Networked incremental productivity,2019,Staffing / Recruiting,8514
2991,818deB59a1Ebe4d,Velez Group,http://www.davis.org/,Malta,Persistent stable customer loyalty,2009,Law Enforcement,1541
2993,0Fb71b25Fef12e3,Maldonado-Bowen,https://www.heath.net/,French Polynesia,Adaptive regional capacity,2020,Veterinary,2918
2995,CD7Ca56D7fDaDc5,"Perry, Ponce and Thomas",https://www.hancock.org/,Haiti,Enterprise-wide web-enabled open system,2013,Alternative Dispute Resolution,7589
2999,8acF4E9EA25CFa2,Joseph Ltd,http://www.roberson.com/,Rwanda,Horizontal client-driven parallelism,2002,Library,1410
3000,e2883940a65a3fF,Richard-Kaiser,https://www.reynolds.com/,United Arab Emirates,Streamlined grid-enabled matrix,2001,Insurance,973
3003,a6aa2FBBFBc8DAb,Donovan Inc,http://vargas.com/,Saint Kitts and Nevis,Cross-platform radical standardization,2015,Education Management,8646
3005,05dbAa5B981B3f9,Reid Inc,http://www.rivas-tapia.org/,Anguilla,Profit-focused contextually-based utilization,2016,Real Estate / Mortgage,5626
3009,aDF252E7Fe27377,"Zamora, Leblanc and Blankenship",http://www.moyer.com/,Switzerland,Re-engineered static challenge,2014,Computer Games,2914
3012,eF3FfaEEc33Bab4,"Hodge, Bolton and Cordova",https://french-campbell.biz/,Bangladesh,Cloned multi-tasking forecast,2003,Financial Services,6243
3014,938a3E972c7EeDB,Rogers and Sons,http://www.mcguire-ellison.org/,Chile,Multi-lateral 4thgeneration policy,2016,Furniture,2843
3019,048254e87F3DDc9,Lin Ltd,https://www.leonard.org/,Tunisia,Ameliorated dedicated circuit,2020,Research Industry,7756
3020,aB5A3e4642c32EC,"Taylor, Wolfe and Mcdowell",http://www.macias.com/,Croatia,Automated multi-tasking solution,2006,Public Safety,5059
3021,F9FEcbca487C742,Terrell-Vance,https://www.barrera.org/,Martinique,Multi-lateral methodical portal,2018,Computer Networking,971
3022,f576507Aa6ffEfc,Hayes LLC,https://burns-bryan.com/,South Georgia and the South Sandwich Islands,Adaptive bifurcated protocol,2010,Investment Management / Hedge Fund / Private Equity,4734
3027,a9AEB6276a92e2F,Sawyer-Thompson,http://www.harvey-kennedy.com/,Jamaica,Business-focused tangible strategy,2004,Writing / Editing,8645
3030,9aAB4941B3822f1,Frey-Roberts,https://mcintosh.com/,Croatia,Synergized 4thgeneration approach,2005,Sports,1701
3031,eed364bF06e1Ee2,"Douglas, Navarro and Simon",http://sloan.net/,Puerto Rico,Cloned explicit product,2010,Consumer Goods,4542
3033,DdcF6bCcBEAAeBd,Singh-Crawford,http://www.houston.com/,British Indian Ocean Territory (Chagos Archipelago),Reactive radical productivity,2013,Accounting,9515
3041,0b8D33710Ae1011,Pena and Sons,http://cervantes.info/,New Caledonia,Integrated 4thgeneration success,2011,Supermarkets,1497
3042,ee35E45f1eA96a4,Stephens-Pena,https://mercado.biz/,Bermuda,Switchable disintermediate moderator,2011,Wine / Spirits,6327
3043,CE67afD51DBaBe9,Clarke Ltd,http://james-meza.info/,Germany,Operative upward-trending throughput,2021,Government Relations,9465
3045,F51A6001CbcBEcA,"Compton, Rollins and Davies",http://www.mcgrath.com/,French Southern Territories,Multi-layered coherent database,2015,Capital Markets / Hedge Fund / Private Equity,8830
3046,7a61a41AFb041Ac,Terrell-Leach,https://www.sexton-schwartz.com/,Holy See (Vatican City State),Total mobile hardware,2005,Market Research,7440
3057,9B1358F4AFf6D92,"Ho, Duarte and Solis",http://weber.com/,Kenya,Ergonomic mission-critical extranet,2019,Non - Profit / Volunteering,3437
3058,Ca9dD1cC1Abb983,Ponce-Hudson,http://arnold.biz/,Korea,Sharable exuding Local Area Network,2008,Information Technology / IT,7100
3061,74D819A85aB3cbb,"Velez, Buckley and Greer",http://carr.com/,Bahrain,Balanced regional definition,2001,Publishing Industry,781
3065,424dc350d6DeC59,Thompson PLC,http://young.com/,Lithuania,Object-based stable portal,2012,Outsourcing / Offshoring,4096
3066,FF01BAAaE72FEC8,"Pruitt, Zuniga and Hill",https://www.sherman.net/,Uruguay,Digitized holistic project,2022,Mental Health Care,8266
3067,40a6EbD060D8d5F,Holder PLC,https://price.com/,Estonia,Fully-configurable bifurcated project,2006,Human Resources / HR,741
3068,FFb069544ACeaCb,Mejia-Chang,http://www.stevenson-rollins.com/,Myanmar,Operative asymmetric instruction set,2005,Computer Games,3923
3071,cDEbE5D9CBF6DE6,"Church, Padilla and Schneider",https://burch-pennington.com/,Turkmenistan,Multi-channeled discrete firmware,2009,Semiconductors,3201
3075,e5315514D3bFCe8,"Fritz, Jimenez and Crosby",https://www.stark.com/,Kenya,Open-source 6thgeneration firmware,2007,Fishery,6172
3076,b05701D283cDaF4,Peck Group,https://www.park-marks.com/,Poland,Reactive modular solution,2011,Fine Art,6333
3080,6bcf83Fc8FfA4ee,"Mccall, Padilla and Acevedo",http://www.costa-eaton.com/,Nicaragua,Reverse-engineered interactive definition,2022,Information Technology / IT,5787
3086,3bfBFbDba7FB8dB,Payne and Sons,https://www.love.net/,Bhutan,Synergized 24hour conglomeration,2016,Wholesale,9491
3088,fdaB3831BF82197,Mcknight-Rivera,http://rush.net/,Netherlands,Fundamental reciprocal analyzer,2018,Wireless,5828
3094,cB6BbFdEf8Fefdb,Williams-Anthony,http://www.raymond-watkins.org/,Sri Lanka,Cross-group motivating standardization,2005,Consumer Services,2615
3097,e364e2dF9a1fd0D,"Skinner, Long and Mcgrath",http://www.duran.com/,Mauritania,Robust discrete utilization,2012,Military Industry,6901
3099,a93dBd8FAc46144,Fritz Inc,https://www.keller.info/,Nicaragua,Profit-focused cohesive focus group,2018,Glass / Ceramics / Concrete,1191
3106,18C1dcC0CcE1Ffe,"Singh, Burton and Hunt",http://hull.net/,New Zealand,Balanced homogeneous attitude,2012,Leisure / Travel,3604
3107,DC91E88cCf5817B,Mills-Ferguson,http://gardner.com/,Romania,Multi-layered cohesive workforce,2019,Ranching,7104
3109,cB4dc1ec250dE6F,Hoover-Perry,https://romero.com/,Guinea,Function-based systematic software,2005,Defense / Space,8018
3110,f1EfC7dB6759DA6,"Kaufman, Lewis and Berry",http://www.haas.com/,Bahamas,Implemented discrete intranet,2020,Insurance,2366
3116,c5C6a6FDe9D074C,Wheeler-Garrison,http://kemp.info/,Aruba,Function-based 6thgeneration instruction set,2002,Writing / Editing,9115
3118,2De3EF29aDb7F5B,Bowman-Riley,https://www.myers-ritter.com/,Brunei Darussalam,Horizontal incremental knowledgebase,2021,Plastics,5167
3119,FF0E9dbbA0fD8E2,Knox PLC,http://www.wright-cooley.com/,Norway,Networked maximized methodology,2006,Executive Office,3744
3120,fEe2acCeD7a70ab,"Wade, Sellers and Gonzalez",http://www.trujillo.biz/,Guatemala,De-engineered intermediate hierarchy,2014,Market Research,2678
3122,b4F10D669C3F2ae,Fischer Ltd,http://www.morris-mckinney.net/,Gabon,Optimized executive complexity,2011,Farming,8034
3124,fD28Ce47da21Eca,Dudley-David,https://elliott.com/,Saint Kitts and Nevis,Networked web-enabled focus group,2009,Logistics / Procurement,999
3125,1ffeFb3b6050B05,"Barron, Jacobs and Mcmahon",http://parker-herrera.org/,Jordan,Right-sized needs-based toolset,2016,Medical Practice,9950
3126,bA320C3B4118208,Williamson and Sons,http://benitez-mosley.org/,Thailand,Diverse impactful focus group,2005,Supermarkets,8953
3129,AA2f7FEF78CD80D,"Dudley, Juarez and Montoya",https://thomas-hayden.biz/,Northern Mariana Islands,Devolved neutral portal,2012,Legislative Office,5223
3133,1DECdbc24C5ddf8,Mcmillan Inc,http://higgins-rangel.biz/,Dominica,Centralized modular collaboration,2021,Entertainment / Movie Production,707
3134,AEA49f61Caa84b9,Pittman-Lambert,https://www.contreras.com/,Costa Rica,Pre-emptive intermediate core,2018,Newspapers / Journalism,1840
3135,73b7c7046fd88Ee,Alvarez-Middleton,https://rivas.com/,Honduras,Synergized bandwidth-monitored standardization,2010,Wine / Spirits,548
3137,7d7Aa7b6c0e6244,Rasmussen and Sons,https://www.gallegos.com/,Guernsey,Streamlined static definition,2006,Logistics / Procurement,2194
3141,EC7B4933724bE37,"Nixon, Burnett and Mcmillan",https://lam.net/,Monaco,Persevering global artificial intelligence,2001,Staffing / Recruiting,9021
3144,3aCdF5A05BecFE5,Bentley Inc,https://levine.net/,Macao,Expanded maximized matrices,2003,Computer Games,5083
3146,4AE1ae2a68EC4CA,Rowe-Hoffman,http://www.morales.com/,Libyan Arab Jamahiriya,De-engineered fresh-thinking extranet,2015,Environmental Services,5285
3147,5D85BAd4cBEbfAC,Mclean-Hunt,http://www.mccarty.org/,United States Minor Outlying Islands,Robust context-sensitive software,2016,Philanthropy,6884
3149,eEaFec3bAda9Bdf,"Cole, Reese and Sutton",https://www.rivas.biz/,Uganda,Re-engineered high-level project,2013,Public Relations / PR,4003
3153,0E3C442Cdfe3Bfd,Macias-Craig,https://cannon.com/,French Polynesia,Streamlined radical Internet solution,2016,Leisure / Travel,9083
3154,22DD659A9bccC21,Wood-Lynch,http://www.armstrong-boyd.com/,Tunisia,Open-source grid-enabled leverage,2011,Publishing Industry,3586
3160,e7eca8D5FD0fAbd,"Kirby, Skinner and Lutz",https://wagner-sanford.biz/,Iceland,De-engineered 24/7 structure,2002,Non - Profit / Volunteering,316
3161,fFCd1ec0c10ced4,Woodward LLC,https://www.newman.com/,Bolivia,Reverse-engineered content-based algorithm,2021,Law Enforcement,9547
3166,ABc438ecddd1908,Morales-Pollard,https://booker.org/,Costa Rica,Profound disintermediate process improvement,2006,Computer / Network Security,2814
3167,EF9C9fAdfC4FdD0,"Church, Gilmore and Curry",http://www.peterson.com/,Madagascar,Front-line intermediate structure,2001,Sporting Goods,5359
3168,b1cA17FEEfF97e5,"Rios, Cabrera and Heath",https://www.cantu.com/,Montenegro,Intuitive disintermediate alliance,2012,Leisure / Travel,4076
3169,AEEcB7cebE3Bbf5,Mcneil-Cervantes,http://www.brooks.com/,Belarus,Organic systemic matrices,2012,Cosmetics,8807
3172,E2E6439b22cE2C0,Kane and Sons,http://www.shields-rhodes.org/,Comoros,Open-source heuristic conglomeration,2003,Wine / Spirits,4323
3179,Df582297F9F4033,Hancock-Farley,http://www.farrell.com/,Panama,User-centric object-oriented toolset,2001,International Affairs,1598
3180,e40Af5BAED7a045,Mosley-Ortiz,http://maxwell-aguirre.com/,Ghana,Face-to-face background paradigm,2019,Venture Capital / VC,6961
3186,fE2e4dFb29Fe32a,"Francis, Tanner and Byrd",https://www.adams-mejia.com/,Egypt,Profound heuristic array,2010,Law Enforcement,2869
3189,cEE6AF8bCdDc15f,"Barnett, Church and Dorsey",https://pennington.org/,Australia,Right-sized multimedia extranet,2002,Entertainment / Movie Production,7998
3190,bbBd0Eb8d23Cbec,Carlson-Richmond,http://pope-williams.com/,Lao People's Democratic Republic,Seamless 24/7 open architecture,2009,Information Technology / IT,4646
3196,57F93040dC1A38B,"Sherman, Hickman and Mathews",https://www.wilkinson-briggs.com/,Croatia,Persevering executive analyzer,2016,Renewables / Environment,438
3198,bBEDfaA1Cc41ccd,"Reese, Evans and Hogan",http://schaefer.com/,Saint Vincent and the Grenadines,Organized national structure,2015,Consumer Goods,7169
3200,C1fce8e16deBF1A,"Hart, Ferrell and Glenn",https://www.delacruz.biz/,French Guiana,Pre-emptive contextually-based utilization,2005,Renewables / Environment,8965
3201,E4AD6A7b3A5b6AA,Valencia-Lynn,https://colon.info/,Lebanon,Expanded 24/7 challenge,2003,Renewables / Environment,8971
3203,AEf4Cb1bE605C6A,Hoover-Banks,https://cummings-reyes.com/,Brazil,Optional human-resource function,2010,Think Tanks,3553
3205,67390b1CDd359e8,Glenn Inc,https://cabrera.org/,Germany,Reduced hybrid structure,2014,Computer Hardware,8025
3206,DfBbaa6d1F8Fa2d,Mullen-Levy,https://hoover.info/,Lithuania,Quality-focused needs-based firmware,2005,Textiles,743
3207,37139c7ad4B48EC,"Woods, Wheeler and Pearson",http://decker.com/,French Polynesia,Cloned responsive neural-net,2020,Research Industry,5027
3211,dDE99aD729Ebf4A,Arnold-Morse,https://rivers-diaz.com/,Christmas Island,Face-to-face optimal neural-net,2019,Apparel / Fashion,2158
3215,0b9Acf84f6e80be,Norton-Peterson,https://lynn-estrada.com/,Saudi Arabia,Streamlined methodical paradigm,2005,E - Learning,555
3216,de450Fa316AB210,"Mccarthy, Blackwell and Rice",http://www.khan-mccann.info/,Puerto Rico,Progressive 6thgeneration ability,2020,Business Supplies / Equipment,5584
3220,A28fD5AF5B7104C,"Leonard, Alvarado and Adams",https://salazar.org/,Norfolk Island,Operative radical Graphical User Interface,2020,Automotive,7261
3221,eA31AC53b6F0dD7,"Mann, Olsen and Norman",http://summers.com/,Venezuela,Persevering scalable Graphical User Interface,2016,Package / Freight Delivery,6253
3228,2fB8db12a856a5C,Santos-Schwartz,https://krause.biz/,New Zealand,Focused neutral customer loyalty,2006,Other Industry,3675
3231,91BFE9Fba9BbEb9,Berger Group,https://waller.org/,Martinique,Profound asynchronous protocol,2013,Professional Training,3578
3232,7b24eacEAd741BF,Sawyer-Sparks,http://www.foley.org/,Tonga,Versatile methodical help-desk,2005,Music,2089
3233,6EB9a3FCfB9AbF8,"Norris, Hess and Hendrix",http://www.boone.com/,Mozambique,Robust intermediate neural-net,2022,Gambling / Casinos,5481
3234,FBE10bCdc37faBb,"Walker, Ramirez and Sheppard",https://www.kemp.com/,Venezuela,Phased clear-thinking software,2017,Aviation / Aerospace,1213
3239,bD4dDDfFdaEEb1c,"Rose, Holden and Levine",http://dean.com/,Anguilla,Business-focused cohesive functionalities,2015,Individual / Family Services,2117
3243,bEFaBD4908dbCA0,Austin-Hayes,https://bailey.info/,Benin,Streamlined holistic knowledge user,2003,Newspapers / Journalism,9788
3245,21FFff4Ae76c6f7,Mathis LLC,https://phillips-houston.net/,Italy,Fundamental multi-state challenge,2012,Automotive,8694
3246,C52e02EDcb5a839,"Hartman, Lynn and Preston",http://www.davies.com/,Suriname,Fundamental heuristic application,2018,Design,8030
3250,Da0fFD4dEB4413c,Gray Ltd,https://wolfe-velazquez.org/,British Virgin Islands,Streamlined 5thgeneration Graphic Interface,2020,Recreational Facilities / Services,4746
3251,f4E93192F5cDdba,Roberson LLC,https://butler.com/,Burundi,De-engineered intangible success,2020,Information Technology / IT,3536
3254,DFb9A5cfc2c64C3,"Callahan, Irwin and Webster",http://duke.biz/,Malta,Organized 24hour superstructure,2020,Staffing / Recruiting,7581
3261,DBa34c01BA30357,Beltran Inc,http://www.benjamin-walls.com/,Cook Islands,Extended explicit database,2014,Utilities,2785
3270,1Eec933EaA1F11f,Herring-Hopkins,https://prince-cochran.com/,South Georgia and the South Sandwich Islands,Operative asymmetric toolset,2002,Shipbuilding,9374
3273,E07dde2a5896Ecc,Copeland-Bernard,http://gibbs.com/,Panama,Fully-configurable exuding adapter,2021,Motion Pictures / Film,5027
3275,af8fA154DBAb9a4,Rush Inc,http://mcguire-cohen.net/,Myanmar,Vision-oriented 4thgeneration task-force,2011,Financial Services,9012
3276,acBaeBd531FBe88,Cantrell Inc,https://trevino.info/,Reunion,Reduced didactic artificial intelligence,2011,Investment Banking / Venture,2562
